ID,target,f190486d6,58e2e02e6,eeb9cd3aa,9fd594eec,6eef030c1,15ace8c9f,fb0f5dbfe,58e056e12,20aa07010,024c577b9,d6bb78916,b43a7cfd5,58232a6fb,1702b5bf0,324921c7b,62e59a501,2ec5b290f,241f0f867,fb49e4212,66ace2992,f74e8f13d,5c6487af1,963a49cdc,26fc93eb7,1931ccfdd,703885424,70feb1494,491b9ee45,23310aa6f,e176a204a,6619d81fc,1db387535,fc99f9426,91f701ba2,0572565c2,190db8488,adb64ff71,c47340d97,c5a231d81,0ff32eb98,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak,nonzero_mean
00ecc53f2,40000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0,0.0,4000000.0,4000000.0,4740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,1040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,40000.0,848208.7955858468
00fb69afe,1600000.0,700000.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,1000000.0,633333.34,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,950000.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,1800000.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,1600000.0,0.0,0.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,0.0,0.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,1600000.0,2271842.4207969303
00fc78888,3266666.66,800000.0,0.0,12797000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,9026666.66,0.0,0.0,10450000.0,0.0,20000000.0,2692000.0,3226000.0,0.0,1600000.0,760000.0,0.0,0.0,2500000.0,0.0,20000000.0,10666666.66,1800000.0,0.0,6000000.0,2000000.0,0.0,20325000.0,6000000.0,0.0,1200000.0,0.0,11540000.0,0.0,36000000.0,3266666.66,3266666.66,0.0,0.0,3266666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3266666.66,660010.1523400119
0110c05db,6140000.0,3587000.0,11515142.86,12533714.28,10849666.66,16564400.0,5198000.0,18383714.28,15541142.86,3422500.0,3028000.0,3442000.0,0.0,2461428.58,3740000.0,2413428.58,2662000.0,3094000.0,3742000.0,530000.0,3321333.34,2046333.34,1223000.0,1246500.0,854333.34,1312250.0,777750.0,1110333.34,1427333.34,1134000.0,0.0,1493200.0,1238000.0,837200.0,8567333.34,1190000.0,695333.34,726000.0,1140666.66,1809333.34,0.0,0.0,6140000.0,6140000.0,6140000.0,0.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,0.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,0.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,6140000.0,1569481.0286498424
0126abf21,14886000.0,0.0,3665000.0,0.0,600000.0,4098000.0,1148000.0,0.0,0.0,3069000.0,3824666.66,3000000.0,30000.0,4291000.0,204666.66,570000.0,574000.0,0.0,0.0,30000.0,20402500.0,240000.0,460000.0,319612000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,34738000.0,0.0,17057333.34,3090000.0,2590000.0,2575000.0,6420000.0,1408000.0,3000000.0,33351333.34,14886000.0,14886000.0,0.0,14886000.0,14886000.0,14886000.0,14886000.0,14886000.0,0.0,14886000.0,14886000.0,14886000.0,14886000.0,14886000.0,14886000.0,14886000.0,14886000.0,0.0,0.0,14886000.0,14886000.0,14886000.0,14886000.0,0.0,0.0,14886000.0,14886000.0,14886000.0,14886000.0,14886000.0,0.0,14886000.0,0.0,0.0,14886000.0,14886000.0,14886000.0,0.0,14886000.0,2390502.4821558683
012800ace,833333.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833333.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833333.34,301014.9465288349
012d8bc84,400000.0,19000.0,0.0,0.0,0.0,0.0,0.0,58000.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,12000.0,0.0,0.0,500000.0,400000.0,0.0,238000.0,0.0,0.0,0.0,17000.0,28000.0,132000.0,8000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,400000.0,291915.8712906951
012d9baab,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0,6500000.0,0.0,0.0,6500000.0,0.0,0.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0,0.0,0.0,6500000.0,3669196.174148117
01346ebb9,1700000.0,0.0,52820000.0,1630000.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842000.0,0.0,7495000.0,0.0,0.0,1060000.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,1700000.0,0.0,0.0,1700000.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,2216866.231602356
013842698,933333.34,500000.0,190000.0,364444.44,0.0,0.0,400000.0,0.0,200000.0,0.0,0.0,1600000.0,2400000.0,0.0,0.0,0.0,5600000.0,4000000.0,17000000.0,10000000.0,566666.66,0.0,0.0,0.0,1266666.66,1500000.0,3600000.0,0.0,700000.0,0.0,0.0,788000.0,0.0,0.0,0.0,1600000.0,0.0,10000000.0,2100000.0,0.0,0.0,0.0,0.0,0.0,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,0.0,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,0.0,0.0,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,933333.34,0.0,933333.34,0.0,0.0,933333.34,0.0,933333.34,933333.34,1806782.1417492388
01432f2c7,4000000.0,0.0,0.0,9300000.0,8000000.0,37134000.0,0.0,0.0,0.0,0.0,22800000.0,1000000.0,2500000.0,2000000.0,1666666.66,0.0,0.0,0.0,1850000.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,4000000.0,0.0,0.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,4000000.0,0.0,4000000.0,0.0,4000000.0,0.0,0.0,0.0,4000000.0,0.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,0.0,0.0,4000000.0,0.0,4000000.0,2185246.3234045384
014aa259b,102000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18488.745521273864
015a1c656,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,20000000.0,0.0,0.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,5086835.200718611
0161ebeea,4666666.66,0.0,0.0,7000000.0,2000000.0,1500000.0,4000000.0,0.0,2500000.0,0.0,11470000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666666.66,5400000.0,0.0,0.0,0.0,0.0,0.0,0.0,4602500.0,0.0,0.0,67500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666666.66,0.0,0.0,0.0,4666666.66,0.0,4666666.66,4666666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666666.66,2268303.4101488576
0163ff75d,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,822074.3856643457
